stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
7018761,2016,"Millertown Pike EB Before S Mall Rd","",36.027784,-83.873891,,,0,,,0,,
7018762,2017,"Kinzel Way SB after Millertown Pike","",36.031691,-83.869512,,,0,,,0,,
7018763,1088,"Walmart on Kinzel Way","",36.03034,-83.867516,,,0,,,0,,
7019430,2669,"Charlie Haun EB Before Washington Pike","",36.02872,-83.886255,,,0,,,0,,
7019431,2711,"Centerline Dr at Home Depot","",36.029321,-83.884172,,,0,,,0,,
7019432,2018,"Millertown Pike WB past S Mall Rd","",36.027703,-83.87405,,,0,,,0,,
7019433,2019,"Millertown Pike WB and Delmar Rd","",36.02509,-83.878249,,,0,,,0,,
7019434,2020,"Washington Pk WB and Washington Ridge","",36.021158,-83.88446,,,0,,,0,,
7019435,2021,"Washington Pk WB and Richard Yoakley Sch","",36.019223,-83.886409,,,0,,,0,,
7019436,2022,"Washington Pk WB and Cross Valley Rd","",36.016048,-83.891794,,,0,,,0,,
7019437,2351,"Washington Pk WB and Knox Ln","",36.014285,-83.894902,,,0,,,0,,
7019439,2024,"Washington Pk WB and Glendale Rd","",36.010829,-83.900153,,,0,,,0,,
7019440,2025,"Washington Pk WB and Maxwell St","",36.006836,-83.906348,,,0,,,0,,
7019441,2026,"Washington Pk WB and Teeple St","",36.004661,-83.909436,,,0,,,0,,
7019443,1448,"Washington PK SB and Fairview St","",35.999394,-83.915499,,,0,,,0,,
7019444,2752,"Washington Pk SB and Nadine St","",35.998104,-83.917947,,,0,,,0,,
7019446,2028,"Nadine St SB and McCroskey Ave","",35.994614,-83.91563,,,0,,,0,,
7019448,2030,"8th Ave SB and Gillespie Ave","",35.990968,-83.913748,,,0,,,0,,
7019449,1446,"Sixth Ave SB and Grainger Ave","",35.988772,-83.914965,,,0,,,0,,
7020697,2049,"Breda Dr EB before Summercrest Way","",36.00603,-83.948851,,,0,,,0,,
7020699,2050,"Breda Dr EB and The Hague","",36.009168,-83.937891,,,0,,,0,,
7020701,2052,"Dutch Valley Rd WB and Plummer Rd","",36.010305,-83.943545,,,0,,,0,,
7020900,2064,"Central Ave Pike SB and Tillery Dr","",36.004293,-83.962111,,,0,,,0,,
7021447,1094,"1100 Studio Apartments EB","",35.968499,-83.910215,,,0,,,0,,
7021455,2143,"Winona St NB and Washington Ave","",35.983621,-83.911124,,,0,,,0,,
7021694,2685,"Winona St SB before Fifth Avenue","",35.97967,-83.910953,,,0,,,0,,
7021700,1099,"1100 Studio Apartments WB","",35.968553,-83.910501,,,0,,,0,,
7022058,2262,"Asheville Hwy EB and Macedonia Ln","",36.004544,-83.860476,,,0,,,0,,
7022059,2263,"Asheville Hwy EB before Holston Dr","",36.00454,-83.857664,,,0,,,0,,
7022060,2264,"Asheville Hwy EB and Chilhowee Rd","",36.006558,-83.85112,,,0,,,0,,
7022206,2235,"Magnolia Ave EB and Winona St","",35.978032,-83.909688,,,0,,,0,,
7022207,2237,"Magnolia Ave EB and Pellissippi State","",35.978813,-83.907308,,,0,,,0,,
7022208,2238,"Magnolia Ave EB and Bertrand St","",35.979212,-83.906176,,,0,,,0,,
7022210,2239,"Magnolia Ave EB and Olive St","",35.981562,-83.90049,,,0,,,0,,
7022212,1216,"Magnolia Ave EB and Chestnut St","",35.984733,-83.896495,,,0,,,0,,
7022214,2244,"Magnolia Ave EB and Harrison St","",35.988062,-83.892454,,,0,,,0,,
7022215,2246,"Magnolia Ave EB and Hembree St","",35.990082,-83.890788,,,0,,,0,,
7022216,2248,"Magnolia Ave EB and Beal Bourne St","",35.991973,-83.889302,,,0,,,0,,
7022217,2250,"Magnolia Ave EB and Castle St","",35.993914,-83.887488,,,0,,,0,,
7022218,2252,"Magnolia Ave EB and Beaman St","",35.995765,-83.884406,,,0,,,0,,
7022220,1221,"Kirkwood St. Superstop E","",35.997909,-83.877499,,,0,,,0,,
7022221,2256,"MLK Ave EB and Speedway Cir","",36.000085,-83.874394,,,0,,,0,,
7022223,2623,"Holston Dr EB and Dallas St","",36.00233,-83.868775,,,0,,,0,,
7022225,2260,"Holston Dr EB and Meadow View","",36.003407,-83.864837,,,0,,,0,,
7022354,2266,"Holston Dr WB after Holston Court","",36.003853,-83.858745,,,0,,,0,,
7022355,2261,"Holston Dr WB and Meadow View","",36.003472,-83.864469,,,0,,,0,,
7022357,2267,"Holston Dr WB and Park St","",36.002183,-83.869315,,,0,,,0,,
7022358,2268,"Holston Dr WB across Dickson St","",36.000663,-83.87325,,,0,,,0,,
7022360,1219,"Kirkwood St. Superstop W","",35.998083,-83.877543,,,0,,,0,,
7022362,2253,"Magnolia Ave WB and Beaman St","",35.996111,-83.884082,,,0,,,0,,
7022363,2251,"Magnolia Ave WB and Castle St","",35.994601,-83.886857,,,0,,,0,,
7022364,2249,"Magnolia Ave WB and Beal Bourne St","",35.992462,-83.889094,,,0,,,0,,
7022365,2247,"Magnolia Ave WB and Hembree St","",35.99052,-83.890619,,,0,,,0,,
7022366,2245,"Magnolia Ave WB and Harrison St","",35.98854,-83.892214,,,0,,,0,,
7022367,1222,"Magnolia Ave WB and Chestnut St","",35.985197,-83.896219,,,0,,,0,,
7022369,2240,"Magnolia Ave WB and Olive St","",35.981879,-83.900169,,,0,,,0,,
7022371,2270,"Magnolia Ave WB and Austin St","",35.979276,-83.906479,,,0,,,0,,
7022372,2236,"Magnolia Ave WB and Winona St","",35.97823,-83.909603,,,0,,,0,,
7022623,2491,"Civic Coliseum Entrance on Howard Baker Jr Ave EB","",35.966045,-83.911636,,,0,,,0,,
7022624,1627,"Howard Baker Jr Av EB before Hill Ave","",35.967472,-83.908778,,,0,,,0,,
7022625,1359,"Hill Ave NB and Regency Park","",35.969056,-83.906857,,,0,,,0,,
7022626,1361,"Dandridge Ave EB and Hazen St","",35.970537,-83.904846,,,0,,,0,,
7022629,1107,"Isabella Towers","",35.966035,-83.902242,,,0,,,0,,
7022632,2067,"Groner Dr EB and Laurans Ave","",35.969091,-83.898867,,,0,,,0,,
7022633,2792,"Laurans Ave SB and Riverside Dr","",35.965015,-83.897293,,,0,,,0,,
7022634,2069,"Riverside Dr EB Before Lombard Pl","",35.965415,-83.894122,,,0,,,0,,
7022635,2070,"Crestview St NB and Natchez Ave","",35.968573,-83.893317,,,0,,,0,,
7022636,1269,"Natchez Ave EB and Wilder Pl","",35.969766,-83.890822,,,0,,,0,,
7022639,2071,"Brooks Ave EB and Biddle St","",35.975198,-83.886388,,,0,,,0,,
7022641,2073,"Brooks Ave EB after Border St","",35.981232,-83.874274,,,0,,,0,,
7022642,1373,"Brooks Ave EB and Boyd's Bridge Pk","",35.984118,-83.869671,,,0,,,0,,
7022644,1374,"McDonald Rd EB before Beaman Lake Rd","",35.988313,-83.863789,,,0,,,0,,
7022645,2651,"Beaman Lake NB at Golden Age Entrance","",35.992207,-83.865436,,,0,,,0,,
7022646,1110,"Golden Age Retirement Village","",35.992031,-83.866671,,,0,,,0,,
7023220,2665,"Riverside WB past Lombard Pl","",35.965503,-83.894095,,,0,,,0,,
7023221,2078,"Riverside Dr WB and Laurans Ave","",35.965143,-83.89709,,,0,,,0,,
7023222,2079,"Laurans Ave NB and Groner Dr","",35.968993,-83.898674,,,0,,,0,,
7023393,2355,"Beaman Lake Dr SB and McDonald Rd","",35.988826,-83.863208,,,0,,,0,,
7023395,1379,"McDonald Rd WB after Boyd's Bridge Pike","",35.984118,-83.869774,,,0,,,0,,
7023396,2074,"Brooks Ave WB at Sarah Moore Green ","",35.982158,-83.872511,,,0,,,0,,
7023401,1113,"Brooks Ave WB and Wilder Pl","",35.972597,-83.892536,,,0,,,0,,
7023802,2164,"MLK EB Before McConnell St","",35.978952,-83.897774,,,0,,,0,,
7023806,2168,"MLK EB and Houston St","",35.987672,-83.889416,,,0,,,0,,
7023807,1452,"Austin East High","",35.990427,-83.887443,,,0,,,0,,
7023809,2170,"MLK EB and Bentley St","",35.995242,-83.880748,,,0,,,0,,
7023819,2631,"Washington Pike NB after N Mall Rd","",36.033956,-83.887521,,,0,,,0,,
7024010,2192,"MLK WB and Beaman St","",35.994196,-83.882921,,,0,,,0,,
7024012,1453,"MLK WB and Beal Bourne Street","",35.99119,-83.886977,,,0,,,0,,
7024013,2193,"MLK WB and Harrison St","",35.986675,-83.889992,,,0,,,0,,
7024017,2197,"MLK WB and McCalla Ave","",35.978936,-83.89796,,,0,,,0,,
7024019,2356,"MLK WB and Cruze St","",35.976236,-83.901892,,,0,,,0,,
7024021,2198,"Hill Ave SB and Regency Square","",35.968841,-83.907094,,,0,,,0,,
7024022,1679,"Howard Baker Jr Ave WB after Hill Ave","",35.967714,-83.90872,,,0,,,0,,
7024023,1179,"Knoxville Coliseum Parking Garage WB","",35.965978,-83.912176,,,0,,,0,,
7024311,1735,"Washington Pike SB and Valley View Dr","",36.03041,-83.885678,,,0,,,0,,
7024419,2481,"Boyds Bridge Pk EB and 2808 Boyds Bridge","",35.981927,-83.879057,,,0,,,0,,
7024420,2098,"Boyds Bridge Pike EB and Border St","",35.983323,-83.877123,,,0,,,0,,
7024633,2654,"Dandridge Ave EB at Beck Cultural Center","",35.972453,-83.898315,,,0,,,0,,
7024640,2094,"Wilson Ave EB after Chestnut St","",35.981718,-83.891654,,,0,,,0,,
7024798,2112,"Oakland St SB and Lansing Ave","",35.995382,-83.87557,,,0,,,0,,
7024808,2122,"Willson Ave WB and Cherry St","",35.98335,-83.889882,,,0,,,0,,
7024809,2123,"Willson Ave WB and Chestnut St","",35.981669,-83.891848,,,0,,,0,,
7024816,2657,"Dandridge WB at Beck Cultural Center","",35.97256,-83.897789,,,0,,,0,,
7024818,1387,"Dandridge Ave WB and Rosedale Ave","",35.970669,-83.904657,,,0,,,0,,
7025163,1932,"Hall of Fame Dr SB and Hill Ave","",35.962723,-83.911605,,,0,,,0,,
7025164,1929,"Hill Ave WB and State St","",35.961459,-83.914602,,,0,,,0,,
7025165,1128,"Gay St SB and Blount Ave","",35.955957,-83.912967,,,0,,,0,,
7025167,1992,"Sevier Ave EB and Davenport Rd","",35.957876,-83.908044,,,0,,,0,,
7025168,1993,"Sevier Ave EB and Dixie St","",35.95924,-83.904546,,,0,,,0,,
7025169,1459,"Island Home Ave EB and McCormick St","",35.960356,-83.900207,,,0,,,0,,
7025170,2713,"River's Edge Apartments W","",35.960088,-83.890706,,,0,,,0,,
7025179,1636,"S. Haven Rd SB and Minnis Ave","",35.949009,-83.887842,,,0,,,0,,
7025181,1638,"Sevierville Pike WB and Sevier Ave","",35.945067,-83.890386,,,0,,,0,,
7025182,2737,"Sevier Ave NB and Trotter Ave","",35.94717,-83.890943,,,0,,,0,,
7025184,1640,"Sevier Ave NB and James McClung Ave","",35.951893,-83.892199,,,0,,,0,,
7025185,1641,"Sevier Ave WB and Moody Ave","",35.953089,-83.895162,,,0,,,0,,
7025186,1642,"E Moody Ave SB and Davenport Rd","",35.949165,-83.897075,,,0,,,0,,
7025187,1643,"E Moody Ave SB and Tipton Ave","",35.946095,-83.89795,,,0,,,0,,
7025188,1644,"E Moody Ave WB and Woodlawn Pk","",35.943924,-83.899244,,,0,,,0,,
7025189,1645,"E Moody Ave WB and Hedgeapple Ln","",35.938896,-83.906534,,,0,,,0,,
7025190,2742,"W Moody Ave WB after Chapman Hwy","",35.937396,-83.909134,,,0,,,0,,
7025191,2787,"Tomlinson St SB and Keeble Ave","",35.935317,-83.909963,,,0,,,0,,
7025192,1659,"Young High Pk EB before Chapman Hwy","",35.933672,-83.907022,,,0,,,0,,
7025193,1227,"Chapman Hwy after Young High Pike","",35.935292,-83.906261,,,0,,,0,,
7025366,1660,"E Moody Ave EB and Hedgeapple Ln","",35.938844,-83.906398,,,0,,,0,,
7025367,1661,"E Moody Ave NB and Woodlawn Pk","",35.943783,-83.899279,,,0,,,0,,
7025368,1662,"E Moody Ave NB and Tipton Ave","",35.94585,-83.897957,,,0,,,0,,
7025369,1663,"E Moody Ave NB and Wynn Ave","",35.948852,-83.897007,,,0,,,0,,
7025370,1664,"E Moody Ave NB and Sevier Ave","",35.95294,-83.895334,,,0,,,0,,
7025371,1665,"Sevier Ave EB and James McClung Ave ","",35.951617,-83.892052,,,0,,,0,,
7025373,2738,"Sevier Ave SB and Trotter Ave","",35.946777,-83.890929,,,0,,,0,,
7025374,1667,"Sevier Ave SB and Sevierville Pk","",35.945594,-83.890652,,,0,,,0,,
7025376,1669,"S Haven Rd NB and Gilbert Ln","",35.948693,-83.887803,,,0,,,0,,
7025377,1670,"S Haven Rd NB and James McClung Ave","",35.95157,-83.887505,,,0,,,0,,
7025379,1672,"James McClung Ave EB and Gilbert Ln","",35.951297,-83.87946,,,0,,,0,,
7025380,1673,"Gilbert Ln NB after Peachtree St","",35.954077,-83.878949,,,0,,,0,,
7025381,1674,"Gilbert Ln NB and Island Home Ave","",35.955693,-83.878797,,,0,,,0,,
7025382,2377,"Fisher Pl NB after Island Home Ave","",35.956317,-83.88054,,,0,,,0,,
7025383,1462,"Fisher Pl and Island Home Blvd","",35.958938,-83.881102,,,0,,,0,,
7025384,1675,"Island Home Blvd WB and Maplewood Dr","",35.958967,-83.886995,,,0,,,0,,
7025385,2714,"River's Edge Apartments E","",35.960132,-83.8905,,,0,,,0,,
7025386,1677,"Island Home Ave and McCormick St","",35.960466,-83.899779,,,0,,,0,,
7025387,1994,"Sevier Ave WB and Dixie St","",35.959248,-83.904671,,,0,,,0,,
7025388,1995,"Sevier Ave WB past Davenport Rd","",35.957868,-83.908261,,,0,,,0,,
7025389,1997,"Gay St. NB and Council Pl","",35.95631,-83.913293,,,0,,,0,,
7025392,1930,"Hill Ave EB before Vol Landing","",35.962364,-83.912413,,,0,,,0,,
7025961,1950,"Church Ave WB and Walnut St","",35.962715,-83.919236,,,0,,,0,,
7025963,2730,"Chapman Hwy SB and the Henley Bridge ","",35.954869,-83.916962,,,0,,,0,,
7025964,1694,"Chapman Hwy SB before Fort Ave.","",35.95189,-83.914944,,,0,,,0,,
7025966,1696,"Chapman Hwy SB and Lippencott St","",35.948467,-83.913443,,,0,,,0,,
7025967,1408,"Chapman Hwy SB and Fort Dickerson Rd","",35.945194,-83.912005,,,0,,,0,,
7025968,1429,"Chapman Hwy SB and Childress St","",35.939818,-83.909572,,,0,,,0,,
7025970,2343,"Chapman Hwy after Moody Ave","",35.936383,-83.907227,,,0,,,0,,
7025971,2462,"Chapman Hwy SB after Young High Pk","",35.933892,-83.905396,,,0,,,0,,
7025972,1697,"Chapman Hwy SB and Overbrook Dr","",35.930868,-83.901565,,,0,,,0,,
7025973,1412,"Chapman Hwy SB and Stone Rd","",35.927868,-83.895042,,,0,,,0,,
7025975,1134,"Chapman Hwy SB and Redbud Rd","",35.925306,-83.887708,,,0,,,0,,
7025976,1698,"Chapman Hwy SB and Colonial Dr","",35.921593,-83.880136,,,0,,,0,,
7025977,1699,"Chapman Hwy SB and Linford Rd","",35.921134,-83.875629,,,0,,,0,,
7025978,1700,"Chapman Hwy SB and Ford Valley Dr ","",35.921066,-83.869622,,,0,,,0,,
7025979,1701,"Chapman Hwy SB and Meridian Rd","",35.921055,-83.865519,,,0,,,0,,
7025980,2682,"Chapman Hwy SB and Quaker Way","",35.909729,-83.851867,,,0,,,0,,
7025981,1702,"Chapman Hwy SB before Norton Rd","",35.909005,-83.847918,,,0,,,0,,
7025983,1136,"Walmart on Chapman Hwy","",35.910713,-83.846367,,,0,,,0,,
7026387,1703,"Chapman Hwy NB before Nixon Rd","",35.909783,-83.850966,,,0,,,0,,
7026388,2658,"Chapman Hwy NB and E Dick Ford Rd","",35.915541,-83.856625,,,0,,,0,,
7026389,1704,"Chapman Hwy NB before Meridian Rd","",35.921268,-83.865936,,,0,,,0,,
7026390,1422,"Chapman Hwy NB and Ford Valley Rd","",35.92129,-83.870552,,,0,,,0,,
7026391,1423,"Chapman Hwy NB and Lindy Dr","",35.92133,-83.875227,,,0,,,0,,
7026392,1705,"Chapman Hwy NB across Colonial Dr","",35.921528,-83.879164,,,0,,,0,,
7026393,1137,"Chapman Hwy NB and Redbud Rd","",35.925202,-83.88719,,,0,,,0,,
7026394,1424,"Chapman Hwy NB and Stonewall Dr","",35.927881,-83.894,,,0,,,0,,
7026395,1706,"Chapman Hwy NB after Fronda Ln","",35.931835,-83.902527,,,0,,,0,,
7026396,1707,"Chapman Hwy NB and Taliwa Ct","",35.939567,-83.909147,,,0,,,0,,
7026398,1431,"Chapman Hwy NB and Woodlawn Pike","",35.944383,-83.91146,,,0,,,0,,
7026399,1708,"Chapman Hwy NB and Lippencott St","",35.948244,-83.913111,,,0,,,0,,
7026401,1435,"Chapman Hwy NB after Fort Ave","",35.952021,-83.91479,,,0,,,0,,
7026402,2731,"Chapman Hwy NB and the Henley Bridge ","",35.954888,-83.916707,,,0,,,0,,
7026403,2642,"Church Avenue EB and Walnut St","",35.96257,-83.919449,,,0,,,0,,
7026898,1939,"Clinch Ave WB and Locust St","",35.963126,-83.920767,,,0,,,0,,
7026900,1684,"Clinch Ave WB and World's Fair Park Dr","",35.961452,-83.924965,,,0,,,0,,
7026901,1685,"Clinch Ave WB and James Agee St","",35.959862,-83.929084,,,0,,,0,,
7026903,2467,"Clinch Ave WB and 18th St","",35.957772,-83.934745,,,0,,,0,,
7026904,1062,"Ft. Sanders Regional Medical Center E","",35.956738,-83.937458,,,0,,,0,,
7026906,1688,"22nd St SB and Cumberland Ave","",35.954577,-83.939402,,,0,,,0,,
7026907,1063,"U T Medical Center","",35.939537,-83.943142,,,0,,,0,,
7027161,1689,"22nd St NB and White Ave","",35.954849,-83.93946,,,0,,,0,,
7027162,1138,"Ft. Sanders Regional Medical Center W","",35.956524,-83.937793,,,0,,,0,,
7027163,2468,"Clinch Ave EB and 18th St","",35.957717,-83.934693,,,0,,,0,,
7027165,1691,"Clinch Ave EB and James Agee St","",35.959657,-83.929398,,,0,,,0,,
7027166,1692,"Clinch Ave EB  and World's Fair Park Dr","",35.961386,-83.924913,,,0,,,0,,
7027456,1139,"UT Transfer Point","",35.955792,-83.926918,,,0,,,0,,
7027457,2276,"Lippencott St SB and Martin Mill Pk","",35.948592,-83.912172,,,0,,,0,,
7027458,2748,"University Park at Bldg 14","",35.949699,-83.908683,,,0,,,0,,
7027459,2749,"University Park at Bldg 10","",35.950419,-83.906656,,,0,,,0,,
7027460,1143,"University Park Office","",35.94989,-83.906167,,,0,,,0,,
7027627,2277,"Lippencott St NB and Martin Mill Pk","",35.948751,-83.911964,,,0,,,0,,
7027890,1065,"Blount Ave SB and Chapman Hwy","",35.953127,-83.918143,,,0,,,0,,
7027891,2552,"Blount Ave SB and Clancey Ave","",35.950099,-83.920101,,,0,,,0,,
7027892,2553,"Blount Ave SB and Redwine St","",35.946923,-83.920275,,,0,,,0,,
7027893,2554,"Blount Ave SB and Mary Vestal Park","",35.937811,-83.914855,,,0,,,0,,
7027894,2555,"Maryville Pike NB and Flennikin","",35.939617,-83.913043,,,0,,,0,,
7027897,2558,"Martin Mill Pike SB and Moody Ave","",35.935445,-83.913555,,,0,,,0,,
7027898,2559,"Ogle Ave SB and Coffey St","",35.932733,-83.915002,,,0,,,0,,
7027899,2560,"Candora Ave WB and Maryville Pike","",35.931687,-83.917786,,,0,,,0,,
7027900,2561,"Maryville Pike SB and Eddington Rd","",35.92738,-83.921867,,,0,,,0,,
7027901,1066,"Joe Lewis Rd SB and Lewis Ave","",35.922847,-83.924709,,,0,,,0,,
7027902,1126,"Montgomery Village W","",35.921383,-83.922026,,,0,,,0,,
7027903,2563,"Daylilly Dr EB and Sims Rd","",35.922254,-83.918452,,,0,,,0,,
7027904,1654,"Sims Rd NB and Avenue A","",35.924854,-83.920742,,,0,,,0,,
7027906,1656,"Avenue A EB and Ellen St ","",35.928238,-83.91623,,,0,,,0,,
7027908,1658,"Martin Mill Pk NB and Young High Pk","",35.931224,-83.912182,,,0,,,0,,
7028105,2565,"Hedgeapple Ln SB before Young High Pike","",35.937165,-83.903991,,,0,,,0,,
7028107,1647,"Martin Mill Pk SB and Avenue A","",35.930569,-83.911879,,,0,,,0,,
7028108,1648,"Avenue A WB and Ellen St","",35.928536,-83.91584,,,0,,,0,,
7028110,1650,"Avenue A WB and Sims Rd","",35.925135,-83.920464,,,0,,,0,,
7028111,1651,"Sims Rd SB and Daylily Dr","",35.922373,-83.918539,,,0,,,0,,
7028112,1461,"Montgomery Village E","",35.921348,-83.921774,,,0,,,0,,
7028113,1652,"Joe Lewis Rd WB and Maryville Pk","",35.922905,-83.924632,,,0,,,0,,
7028114,1653,"Maryville Pk NB and Sims Rd","",35.926915,-83.922222,,,0,,,0,,
7028115,2568,"Maryville Pk NB and Candora Ave","",35.931461,-83.918098,,,0,,,0,,
7028116,2569,"Ogle Ave NB and Coffey St","",35.932923,-83.914268,,,0,,,0,,
7028117,2570,"Martin Mill Pk NB and Moody Ave","",35.934956,-83.913401,,,0,,,0,,
7028120,2573,"Flennikin WB and Maryville Pike","",35.939699,-83.912888,,,0,,,0,,
7028121,2574,"Maryville Pk WB and Blount Ave","",35.937446,-83.914653,,,0,,,0,,
7028123,2576,"Blount Ave NB and Redwine St","",35.946807,-83.920214,,,0,,,0,,
7028124,2577,"Blount Ave NB and Augusta Ave","",35.95032,-83.920003,,,0,,,0,,
7028125,2578,"Blount Ave NB and Donaldson St ","",35.952678,-83.918626,,,0,,,0,,
7028983,2039,"Gay St across from Wall Ave","",35.966204,-83.918829,,,0,,,0,,
7029033,1252,"Summit Hill Dr WB and Locust St","",35.966133,-83.921953,,,0,,,0,,
7029034,2044,"Locust St SB before Union Ave","",35.964175,-83.921655,,,0,,,0,,
7029326,1680,"Knoxville Station on Church Ave","",35.965101,-83.91376,,,0,,,0,,
7029843,1763,"Merchants Dr WB Past Merchants Center Blvd","",36.008616,-83.975494,,,0,,,0,,
7029844,1764,"Merchants Dr WB at Wallace Bap Church","",36.006988,-83.977718,,,0,,,0,,
7029861,1552,"Western Ave WB and Clifton Rd","",35.974661,-83.973933,,,0,,,0,,
7029863,1548,"Western Ave WB past Ball Camp Pk","",35.972945,-83.98437,,,0,,,0,,
7029866,1780,"Middlebrook Pk WB and Henson Rd ","",35.957728,-84.002317,,,0,,,0,,
7029869,1783,"Middlebrook Pk WB and Weisgarber Rd ","",35.951149,-84.014493,,,0,,,0,,
7029870,1824,"Middlebrook Pk WB and Dowell Springs Blvd","",35.946002,-84.021935,,,0,,,0,,
7029871,1825,"Middlebrook Pk WB and Lake Brook Blvd","",35.944888,-84.028263,,,0,,,0,,
7029872,2358,"Middlebrook Pk WB and Bearden Middle School","",35.941909,-84.034055,,,0,,,0,,
7029874,2779,"Middlebrook Pk WB and Piney Grove Church Rd","",35.941582,-84.041843,,,0,,,0,,
7029875,2780,"Middlebrook Pk WB and Webster Grove Ln","",35.942697,-84.050207,,,0,,,0,,
7029876,2788,"North Gallaher View Rd SB after Middlebrook Pk","",35.94068,-84.060115,,,0,,,0,,
7029877,2781,"North Gallaher View Rd SB and South Walker Springs Rd","",35.931505,-84.062818,,,0,,,0,,
7030460,1737,"Valley View Dr WB and Cross Valley Rd","",36.023989,-83.895735,,,0,,,0,,
7030461,1738,"Valley View Dr WB and Knox Ln","",36.021653,-83.899661,,,0,,,0,,
7030463,1740,"Valley View Dr WB and Lyons Way","",36.019459,-83.907298,,,0,,,0,,
7030464,1741,"Valley View Dr WB and Whiteoak Ln","",36.016939,-83.912498,,,0,,,0,,
7030467,1744,"Whittle Springs NB and Montclair Ave","",36.01383,-83.918271,,,0,,,0,,
7032235,2782,"North Gallaher View NB and Manor View Dr","",35.933506,-84.062415,,,0,,,0,,
7032236,2789,"North Gallaher View Rd NB and Mars Hill Rd","",35.940295,-84.059679,,,0,,,0,,
7032237,2783,"Middlebrook Pk EB and Webster Grove Ln","",35.942551,-84.050866,,,0,,,0,,
7032238,1167,"Middlebrook Pk EB and Piney Grove Church Rd","",35.94145,-84.042336,,,0,,,0,,
7032239,1832,"Middlebrook Pk EB and West Hills Rd","",35.941593,-84.034141,,,0,,,0,,
7032240,1833,"Middlebrook Pk EB and Lake Brook Blvd","",35.944305,-84.029244,,,0,,,0,,
7032241,2678,"Middlebrook Pk EB and Dowell Springs Blvd","",35.945485,-84.023388,,,0,,,0,,
7032245,1838,"Middlebrook Pk EB and Henson Rd ","",35.956626,-84.001651,,,0,,,0,,
7032248,1553,"Western Ave EB and Randy Tyree St","",35.972724,-83.984365,,,0,,,0,,
7032250,1555,"Western Ave EB and Piedmont St","",35.97453,-83.973047,,,0,,,0,,
7032266,1851,"Merchants Dr EB after Clinton Hwy","",36.004828,-83.98042,,,0,,,0,,
7032267,1853,"Merchants Dr EB and Clinton Plaza Dr","",36.007408,-83.976852,,,0,,,0,,
7032268,1854,"Merchants Dr EB and Family Inn Dr","",36.009069,-83.974594,,,0,,,0,,
7032290,1880,"Whittle Springs SB and Montclair Ave","",36.013967,-83.918462,,,0,,,0,,
7032291,1882,"Whittle Springs SB and Valley View Dr","",36.012647,-83.917246,,,0,,,0,,
7032295,1887,"Valley View Dr EB and Old Valley View Dr","",36.019723,-83.906499,,,0,,,0,,
7032297,1890,"Valley View Dr EB and Knox Ln","",36.021109,-83.900822,,,0,,,0,,
7032298,1892,"Valley View Dr EB and Cross Valley Rd","",36.023826,-83.895937,,,0,,,0,,
7078629,2798,"Knoxville Station Bay F","",35.965163,-83.914118,,,0,,,0,,
7078647,2820,"Knoxville Station Bay I","",35.965438,-83.913609,,,0,,,0,,
7078653,2797,"Knoxville Station Bay E","",35.965079,-83.914255,,,0,,,0,,
7078655,2811,"Knoxville Station Bay S","",35.964988,-83.914825,,,0,,,0,,
7078657,2750,"University Park at Bldg 5 ","",35.951501,-83.904452,,,0,,,0,,
7078659,2805,"Knoxville Station Bay M","",35.965525,-83.913833,,,0,,,0,,
7078660,2808,"Knoxville Station Bay P","",35.965263,-83.914323,,,0,,,0,,
7078666,2810,"Knoxville Station Bay R","",35.965054,-83.914697,,,0,,,0,,
7078668,2796,"Knoxville Station Bay D","",35.964992,-83.914427,,,0,,,0,,
7078675,2799,"Knoxville Station Bay G","",35.965257,-83.913943,,,0,,,0,,
7078679,2809,"Knoxville Station Bay Q","",35.965178,-83.914478,,,0,,,0,,
7078681,2806,"Knoxville Station Bay N","",35.965416,-83.91403,,,0,,,0,,
7078685,2807,"Knoxville Station Bay O","",35.965345,-83.914166,,,0,,,0,,
7078692,2819,"Knoxville Station Bay H","",35.965349,-83.913765,,,0,,,0,,
8072908,1198,"Summit Hill WB past Gay St ","",35.966997,-83.920514,,,0,,,0,,
8072909,1903,"Broadway NB and Jackson Ave ","",35.966954,-83.924303,,,0,,,0,,
8072910,1306,"Broadway NB and Depot Ave ","",35.969803,-83.924046,,,0,,,0,,
8072911,1250,"Broadway NB and 5th Ave ","",35.972365,-83.923881,,,0,,,0,,
8073517,1927,"Broadway SB and Depot Ave ","",35.969545,-83.924233,,,0,,,0,,
8073518,1928,"Broadway SB and Oak Ave ","",35.966858,-83.924482,,,0,,,0,,
8073519,1192,"Summit Hill Dr EB and TVA Towers ","",35.96662,-83.920736,,,0,,,0,,
8075585,2802,"University Ave WB after Boyd St ","",35.970685,-83.935185,,,0,,,0,,
8107748,2804,"Fifth Ave EB before Arthur St","",35.971377,-83.931498,,,0,,,0,,
8107749,2803,"Fifth Ave WB and Arthur St","",35.971583,-83.931552,,,0,,,0,,
8247770,2812,"Gay St NB and Jackson Ave","",35.96884,-83.920599,,,0,,,0,,
8247771,2816,"Gay St NB and Depot Ave","",35.969888,-83.921827,,,0,,,0,,
8247823,2817,"Depot Ave WB and Williams St","",35.970666,-83.921033,,,0,,,0,,
